sp,lon,lat
"Hemithraupis flavicollis (Vieillot, 1818)",-77.51183,-0.73355
"Hemithraupis flavicollis (Vieillot, 1818)",-61.92602,-8.95295
"Hemithraupis flavicollis (Vieillot, 1818)",-39.07729,-14.46682
"Hemithraupis flavicollis (Vieillot, 1818)",-42.77134,-22.45359
"Hemithraupis flavicollis (Vieillot, 1818)",-39.02515,-14.31796
"Hemithraupis flavicollis (Vieillot, 1818)",-40.66393,-20.3691
"Hemithraupis flavicollis (Vieillot, 1818)",-42.52322,-22.56701
"Hemithraupis flavicollis (Vieillot, 1818)",-73.39536,6.9101
"Hemithraupis flavicollis (Vieillot, 1818)",-42.57816,-22.63189
"Hemithraupis flavicollis (Vieillot, 1818)",-37.66,-11.68367
"Hemithraupis flavicollis (Vieillot, 1818)",-70.72231,-12.33793
"Hemithraupis flavicollis (Vieillot, 1818)",-43.2677,-22.53471
"Hemithraupis flavicollis (Vieillot, 1818)",-52.50639,4.51864
"Hemithraupis flavicollis (Vieillot, 1818)",-70.23845,1.22415
"Hemithraupis flavicollis (Vieillot, 1818)",-70.19306,1.18358
"Hemithraupis flavicollis (Vieillot, 1818)",-54.64883,4.08208
"Hemithraupis flavicollis (Vieillot, 1818)",-78.64748,-4.26001
"Hemithraupis flavicollis (Vieillot, 1818)",-78.64285,-4.30245
"Hemithraupis flavicollis (Vieillot, 1818)",-37.6455,-11.61458
"Hemithraupis flavicollis (Vieillot, 1818)",-37.65045,-11.63337
"Hemithraupis flavicollis (Vieillot, 1818)",-65.36324,-10.0758
"Hemithraupis flavicollis (Vieillot, 1818)",-65.3446,-10.10747
"Hemithraupis flavicollis (Vieillot, 1818)",-42.54942,-19.66764
"Hemithraupis flavicollis (Vieillot, 1818)",-70.7064,-12.35545
"Hemithraupis flavicollis (Vieillot, 1818)",-56.58736,-9.04485
"Hemithraupis flavicollis (Vieillot, 1818)",-56.59279,-9.06821
"Hemithraupis flavicollis (Vieillot, 1818)",-65.39644,-10.2249
"Hemithraupis flavicollis (Vieillot, 1818)",-73.80642,2.17817
"Hemithraupis flavicollis (Vieillot, 1818)",-77.39924,-0.58647
"Hemithraupis flavicollis (Vieillot, 1818)",-39.06094,-14.45629
"Hemithraupis flavicollis (Vieillot, 1818)",-59.93982,-3.00741
"Hemithraupis flavicollis (Vieillot, 1818)",-75.2353,-10.24954
"Hemithraupis flavicollis (Vieillot, 1818)",-39.01212,-14.10653
"Hemithraupis flavicollis (Vieillot, 1818)",-77.78114,-1.10943
"Hemithraupis flavicollis (Vieillot, 1818)",-55.93642,-9.59841
"Hemithraupis flavicollis (Vieillot, 1818)",-43.01379,-22.90671
"Hemithraupis flavicollis (Vieillot, 1818)",-52.69939,5.07376
"Hemithraupis flavicollis (Vieillot, 1818)",-42.73801,-22.4128
"Hemithraupis flavicollis (Vieillot, 1818)",-60.04163,-2.79446
"Hemithraupis flavicollis (Vieillot, 1818)",-42.52682,-22.54753
"Hemithraupis flavicollis (Vieillot, 1818)",-74.90712,5.43153
"Hemithraupis flavicollis (Vieillot, 1818)",-39.10902,-14.19114
"Hemithraupis flavicollis (Vieillot, 1818)",-43.45257,-22.58013
"Hemithraupis flavicollis (Vieillot, 1818)",-76.29468,-6.45416
"Hemithraupis flavicollis (Vieillot, 1818)",-72.86544,2.52983
"Hemithraupis flavicollis (Vieillot, 1818)",-55.92284,-9.60079
"Hemithraupis flavicollis (Vieillot, 1818)",-71.23971,-12.003
"Hemithraupis flavicollis (Vieillot, 1818)",-71.26947,-12.66882
"Hemithraupis flavicollis (Vieillot, 1818)",-73.37891,6.982
"Hemithraupis flavicollis (Vieillot, 1818)",-71.27371,-12.67766
"Hemithraupis flavicollis (Vieillot, 1818)",-73.38422,6.8613
"Hemithraupis flavicollis (Vieillot, 1818)",-37.96581,-12.35077
"Hemithraupis flavicollis (Vieillot, 1818)",-73.03857,-12.63655
"Hemithraupis flavicollis (Vieillot, 1818)",-72.9222,-12.6482
"Hemithraupis flavicollis (Vieillot, 1818)",-42.31713,-22.50918
"Hemithraupis flavicollis (Vieillot, 1818)",-42.52856,-22.55247
"Hemithraupis flavicollis (Vieillot, 1818)",-37.96894,-12.2643
"Hemithraupis flavicollis (Vieillot, 1818)",-60.72372,-2.79361
"Hemithraupis flavicollis (Vieillot, 1818)",-76.35558,-0.51896
"Hemithraupis flavicollis (Vieillot, 1818)",-43.31555,-22.56443
"Hemithraupis flavicollis (Vieillot, 1818)",-42.7881,-22.88781
"Hemithraupis flavicollis (Vieillot, 1818)",-73.41797,7.08891
"Hemithraupis flavicollis (Vieillot, 1818)",-73.41747,7.09064
"Hemithraupis flavicollis (Vieillot, 1818)",-75.18086,6.58768
"Hemithraupis flavicollis (Vieillot, 1818)",-73.41257,7.07474
"Hemithraupis flavicollis (Vieillot, 1818)",-73.41361,7.07751
"Hemithraupis flavicollis (Vieillot, 1818)",-49.74184,-5.8707
