sp,lon,lat
"Thalurania furcata (J.F.Gmelin, 1788)",-73.65183,4.18298
"Thalurania furcata (J.F.Gmelin, 1788)",-63.66019,-17.46022
"Thalurania furcata (J.F.Gmelin, 1788)",-77.74049,-0.71287
"Thalurania furcata (J.F.Gmelin, 1788)",-47.72749,-15.84576
"Thalurania furcata (J.F.Gmelin, 1788)",-68.78531,-11.0373
"Thalurania furcata (J.F.Gmelin, 1788)",-75.72398,1.71233
"Thalurania furcata (J.F.Gmelin, 1788)",-70.28577,-12.84864
"Thalurania furcata (J.F.Gmelin, 1788)",-63.84217,-18.17251
"Thalurania furcata (J.F.Gmelin, 1788)",-52.7302,5.12176
"Thalurania furcata (J.F.Gmelin, 1788)",-49.88031,-6.07699
"Thalurania furcata (J.F.Gmelin, 1788)",-77.78936,-0.65956
"Thalurania furcata (J.F.Gmelin, 1788)",-76.39798,-0.67386
"Thalurania furcata (J.F.Gmelin, 1788)",-70.43658,-3.75311
"Thalurania furcata (J.F.Gmelin, 1788)",-70.49108,-3.82143
"Thalurania furcata (J.F.Gmelin, 1788)",-78.77531,-3.83227
"Thalurania furcata (J.F.Gmelin, 1788)",-77.78142,-0.73198
"Thalurania furcata (J.F.Gmelin, 1788)",-55.64611,5.14284
"Thalurania furcata (J.F.Gmelin, 1788)",-71.39136,-12.90037
"Thalurania furcata (J.F.Gmelin, 1788)",-77.69847,-0.72523
"Thalurania furcata (J.F.Gmelin, 1788)",-77.96957,-1.31501
"Thalurania furcata (J.F.Gmelin, 1788)",-78.0855,-2.20563
"Thalurania furcata (J.F.Gmelin, 1788)",-58.84977,4.34747
"Thalurania furcata (J.F.Gmelin, 1788)",-78.11727,-2.31883
"Thalurania furcata (J.F.Gmelin, 1788)",-77.93986,-1.57861
"Thalurania furcata (J.F.Gmelin, 1788)",-76.29711,-7.3987
"Thalurania furcata (J.F.Gmelin, 1788)",-42.9906,-16.96053
"Thalurania furcata (J.F.Gmelin, 1788)",-73.41103,-3.95752
"Thalurania furcata (J.F.Gmelin, 1788)",-50.0345,-6.08823
"Thalurania furcata (J.F.Gmelin, 1788)",-76.96706,-6.02598
"Thalurania furcata (J.F.Gmelin, 1788)",-76.96706,-6.026
"Thalurania furcata (J.F.Gmelin, 1788)",-50.08326,-5.95613
"Thalurania furcata (J.F.Gmelin, 1788)",-40.42591,-3.51805
"Thalurania furcata (J.F.Gmelin, 1788)",-77.76749,-0.72516
"Thalurania furcata (J.F.Gmelin, 1788)",-49.00404,-14.60588
"Thalurania furcata (J.F.Gmelin, 1788)",-78.08632,-2.20392
"Thalurania furcata (J.F.Gmelin, 1788)",-72.08146,2.82886
"Thalurania furcata (J.F.Gmelin, 1788)",-77.03901,-6.03091
"Thalurania furcata (J.F.Gmelin, 1788)",-77.41986,-0.52347
"Thalurania furcata (J.F.Gmelin, 1788)",-77.73956,-0.68367
"Thalurania furcata (J.F.Gmelin, 1788)",-69.14851,-12.37402
"Thalurania furcata (J.F.Gmelin, 1788)",-70.39143,-13.14394
"Thalurania furcata (J.F.Gmelin, 1788)",-71.40504,-12.90268
"Thalurania furcata (J.F.Gmelin, 1788)",-74.91003,-10.33105
"Thalurania furcata (J.F.Gmelin, 1788)",-63.48462,-8.72369
"Thalurania furcata (J.F.Gmelin, 1788)",-64.72022,-15.19174
"Thalurania furcata (J.F.Gmelin, 1788)",-71.3774,-1.05499
"Thalurania furcata (J.F.Gmelin, 1788)",-72.52086,2.30059
"Thalurania furcata (J.F.Gmelin, 1788)",-70.16152,1.2221
"Thalurania furcata (J.F.Gmelin, 1788)",-63.66857,-17.4724
"Thalurania furcata (J.F.Gmelin, 1788)",-55.71023,-27.55714
"Thalurania furcata (J.F.Gmelin, 1788)",-77.71992,-0.71614
"Thalurania furcata (J.F.Gmelin, 1788)",-77.72002,-0.71604
"Thalurania furcata (J.F.Gmelin, 1788)",-73.592,4.29228
"Thalurania furcata (J.F.Gmelin, 1788)",-52.38208,4.71902
"Thalurania furcata (J.F.Gmelin, 1788)",-43.85631,-19.98047
"Thalurania furcata (J.F.Gmelin, 1788)",-55.78303,-20.48295
"Thalurania furcata (J.F.Gmelin, 1788)",-73.56633,4.28183
"Thalurania furcata (J.F.Gmelin, 1788)",-67.90881,-14.16242
"Thalurania furcata (J.F.Gmelin, 1788)",-44.20292,-20.1474
"Thalurania furcata (J.F.Gmelin, 1788)",-76.19593,-6.67157
"Thalurania furcata (J.F.Gmelin, 1788)",-70.19468,1.26778
"Thalurania furcata (J.F.Gmelin, 1788)",-47.7102,-15.83937
"Thalurania furcata (J.F.Gmelin, 1788)",-63.68068,-17.48415
"Thalurania furcata (J.F.Gmelin, 1788)",-73.56177,4.28465
"Thalurania furcata (J.F.Gmelin, 1788)",-56.85051,-26.07614
"Thalurania furcata (J.F.Gmelin, 1788)",-56.84134,-26.09839
"Thalurania furcata (J.F.Gmelin, 1788)",-71.38521,-12.90159
"Thalurania furcata (J.F.Gmelin, 1788)",-52.62183,4.99939
"Thalurania furcata (J.F.Gmelin, 1788)",-46.59826,-16.97347
"Thalurania furcata (J.F.Gmelin, 1788)",-51.82642,3.86003
"Thalurania furcata (J.F.Gmelin, 1788)",-71.46819,-12.91462
"Thalurania furcata (J.F.Gmelin, 1788)",-75.62993,1.74263
"Thalurania furcata (J.F.Gmelin, 1788)",-69.11466,-12.22601
"Thalurania furcata (J.F.Gmelin, 1788)",-56.01368,-12.79545
"Thalurania furcata (J.F.Gmelin, 1788)",-76.29468,-6.45416
"Thalurania furcata (J.F.Gmelin, 1788)",-71.54258,-13.05497
"Thalurania furcata (J.F.Gmelin, 1788)",-52.69198,5.06031
"Thalurania furcata (J.F.Gmelin, 1788)",-55.7533,-27.46907
"Thalurania furcata (J.F.Gmelin, 1788)",-46.59351,-16.97014
"Thalurania furcata (J.F.Gmelin, 1788)",-46.60274,-16.9889
"Thalurania furcata (J.F.Gmelin, 1788)",-46.60668,-16.98974
"Thalurania furcata (J.F.Gmelin, 1788)",-69.94058,-4.11635
"Thalurania furcata (J.F.Gmelin, 1788)",-56.8,-26.08
"Thalurania furcata (J.F.Gmelin, 1788)",-74.96775,-9.38154
"Thalurania furcata (J.F.Gmelin, 1788)",-70.20196,1.271
"Thalurania furcata (J.F.Gmelin, 1788)",-74.95175,-9.41938
"Thalurania furcata (J.F.Gmelin, 1788)",-47.77156,-15.56331
"Thalurania furcata (J.F.Gmelin, 1788)",-52.78241,5.11017
"Thalurania furcata (J.F.Gmelin, 1788)",-48.08115,-11.58315
"Thalurania furcata (J.F.Gmelin, 1788)",-48.08146,-11.5844
"Thalurania furcata (J.F.Gmelin, 1788)",-49.28192,-16.56225
"Thalurania furcata (J.F.Gmelin, 1788)",-70.19431,1.1955
"Thalurania furcata (J.F.Gmelin, 1788)",-77.92539,-1.08206
"Thalurania furcata (J.F.Gmelin, 1788)",-70.21558,1.27083
"Thalurania furcata (J.F.Gmelin, 1788)",-55.60046,-26.99169
"Thalurania furcata (J.F.Gmelin, 1788)",-55.75321,-27.46912
"Thalurania furcata (J.F.Gmelin, 1788)",-77.0712,0.65067
"Thalurania furcata (J.F.Gmelin, 1788)",-48.08212,-11.5859
"Thalurania furcata (J.F.Gmelin, 1788)",-48.9998,-15.65445
"Thalurania furcata (J.F.Gmelin, 1788)",-44.24142,-19.9534
"Thalurania furcata (J.F.Gmelin, 1788)",-76.66509,1.1943
"Thalurania furcata (J.F.Gmelin, 1788)",-77.60236,-0.68436
"Thalurania furcata (J.F.Gmelin, 1788)",-73.85555,3.79666
"Thalurania furcata (J.F.Gmelin, 1788)",-77.73487,-0.68956
"Thalurania furcata (J.F.Gmelin, 1788)",-48.08108,-11.58368
"Thalurania furcata (J.F.Gmelin, 1788)",-48.07743,-11.58488
"Thalurania furcata (J.F.Gmelin, 1788)",-48.08138,-11.58521
"Thalurania furcata (J.F.Gmelin, 1788)",-53.05518,5.28849
"Thalurania furcata (J.F.Gmelin, 1788)",-53.03619,5.04942
"Thalurania furcata (J.F.Gmelin, 1788)",-72.05207,2.87326
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66712,-9.85727
"Thalurania furcata (J.F.Gmelin, 1788)",-38.95804,-4.22968
"Thalurania furcata (J.F.Gmelin, 1788)",-55.60279,-26.98659
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66697,-9.85738
"Thalurania furcata (J.F.Gmelin, 1788)",-52.4344,4.53638
"Thalurania furcata (J.F.Gmelin, 1788)",-51.37533,-20.07013
"Thalurania furcata (J.F.Gmelin, 1788)",-70.98714,0.02765
"Thalurania furcata (J.F.Gmelin, 1788)",-72.66597,-0.64592
"Thalurania furcata (J.F.Gmelin, 1788)",-52.43509,4.59371
"Thalurania furcata (J.F.Gmelin, 1788)",-48.27338,-10.22405
"Thalurania furcata (J.F.Gmelin, 1788)",-73.6436,4.1762
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66764,-9.85692
"Thalurania furcata (J.F.Gmelin, 1788)",-71.3723,-12.90218
"Thalurania furcata (J.F.Gmelin, 1788)",-71.37235,-12.9019
"Thalurania furcata (J.F.Gmelin, 1788)",-52.5118,4.83286
"Thalurania furcata (J.F.Gmelin, 1788)",-55.30945,-26.90557
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66422,-9.84268
"Thalurania furcata (J.F.Gmelin, 1788)",-55.4192,4.6361
"Thalurania furcata (J.F.Gmelin, 1788)",-60.05069,-1.97908
"Thalurania furcata (J.F.Gmelin, 1788)",-70.2384,1.22058
"Thalurania furcata (J.F.Gmelin, 1788)",-55.93148,-9.59753
"Thalurania furcata (J.F.Gmelin, 1788)",-70.22854,1.22183
"Thalurania furcata (J.F.Gmelin, 1788)",-77.76543,-0.83135
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66667,-9.85761
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66457,-9.8561
"Thalurania furcata (J.F.Gmelin, 1788)",-44.42908,-18.75009
"Thalurania furcata (J.F.Gmelin, 1788)",-52.25889,4.70444
"Thalurania furcata (J.F.Gmelin, 1788)",-48.95953,-15.84647
"Thalurania furcata (J.F.Gmelin, 1788)",-69.9213,-4.13582
"Thalurania furcata (J.F.Gmelin, 1788)",-75.97033,-9.41945
"Thalurania furcata (J.F.Gmelin, 1788)",-72.10521,2.90233
"Thalurania furcata (J.F.Gmelin, 1788)",-73.60861,4.18556
"Thalurania furcata (J.F.Gmelin, 1788)",-68.81519,-12.51642
"Thalurania furcata (J.F.Gmelin, 1788)",-52.25011,4.58831
"Thalurania furcata (J.F.Gmelin, 1788)",-48.82338,-14.89637
"Thalurania furcata (J.F.Gmelin, 1788)",-73.41381,-3.85642
"Thalurania furcata (J.F.Gmelin, 1788)",-77.29446,-6.10434
"Thalurania furcata (J.F.Gmelin, 1788)",-75.96959,-9.35326
"Thalurania furcata (J.F.Gmelin, 1788)",-55.94164,-26.13114
"Thalurania furcata (J.F.Gmelin, 1788)",-43.80819,-19.88123
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66644,-9.85784
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66401,-9.84211
"Thalurania furcata (J.F.Gmelin, 1788)",-48.66899,-9.85618
"Thalurania furcata (J.F.Gmelin, 1788)",-75.82318,-9.20018
"Thalurania furcata (J.F.Gmelin, 1788)",-50.79384,-3.84587
"Thalurania furcata (J.F.Gmelin, 1788)",-75.82478,-9.19879
"Thalurania furcata (J.F.Gmelin, 1788)",-52.76474,5.09109
"Thalurania furcata (J.F.Gmelin, 1788)",-76.89964,-6.02941
"Thalurania furcata (J.F.Gmelin, 1788)",-78.96388,-4.10824
"Thalurania furcata (J.F.Gmelin, 1788)",-78.95827,-4.09085
"Thalurania furcata (J.F.Gmelin, 1788)",-79.00374,-4.0321
"Thalurania furcata (J.F.Gmelin, 1788)",-55.77834,-10.90735
"Thalurania furcata (J.F.Gmelin, 1788)",-77.10581,-7.15014
"Thalurania furcata (J.F.Gmelin, 1788)",-73.04844,-12.64807
"Thalurania furcata (J.F.Gmelin, 1788)",-77.67788,-2.72569
"Thalurania furcata (J.F.Gmelin, 1788)",-55.3702,4.42347
