sp,lon,lat
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.03873,-22.86385
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.02309,-24.36473
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.99379,-24.03928
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.84895,-23.53578
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.53412,-27.70529
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.56268,-27.71546
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.46845,-28.64315
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.66503,-22.66664
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.75631,-23.22582
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.65678,-22.8526
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.21862,-22.45867
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.9212,-27.14546
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.93358,-23.07168
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.49269,-27.67061
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.87048,-23.15236
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.72107,-23.2061
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.58546,-22.46618
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.02145,-23.30599
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.95977,-23.69514
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.70609,-24.02683
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.01229,-24.36598
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.51002,-22.71115
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.76499,-24.11756
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.87125,-22.95574
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.58371,-24.60459
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.61104,-22.44491
"Thalurania glaucopis (J.F.Gmelin, 1788)",-39.56443,-15.39196
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.26922,-22.92099
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.17207,-23.51314
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.04555,-23.62598
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.67789,-22.78528
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.3446,-24.59822
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.97627,-21.33295
